Time;PlayerName;P1;P2;P3;P4
0;MPIB2;0.0008680556;0;0;0.001205633
0;MPIB1;0;0;0;0
0;MPIB4;0.00163966;0;0;0
0;MPIB3;0;0;0;0.001350309
0.05;MPIB2;0.0009162808;0;0;0.001205633
0.05;MPIB1;0;0;0;0
0.05;MPIB4;0.001736111;0;0;0
0.05;MPIB3;0;0;0;0.001157407
0.1;MPIB2;0.0009162808;0;0;0.001205633
0.1;MPIB1;0;0;0;0
0.1;MPIB4;0.001736111;0;0;0
0.1;MPIB3;0.0006751543;0;0;0.001157407
0.15;MPIB2;0.0009162808;0;0;0.001205633
0.15;MPIB1;0;0;0;0
0.15;MPIB4;0.001880787;0;0;0
0.15;MPIB3;0.0006751543;0;0;0.001157407
0.2;MPIB2;0.0009162808;0;0;0.001205633
0.2;MPIB1;0;0;0;0
0.2;MPIB4;0.001880787;0;0;0
0.2;MPIB3;0.0003858025;0;0;0.001302083
0.25;MPIB2;0.0008680556;0;0;0.001687886
0.25;MPIB1;0;0;0;0
0.25;MPIB4;0.001977238;0;0;0
0.25;MPIB3;0.0002893519;0.001977238;0;0.001832562
0.3;MPIB2;0.0009162808;0;0;0
0.3;MPIB1;0;0;0;0
0.3;MPIB4;0.002314815;0;0;0
0.3;MPIB3;0.0002893519;0.002025463;0;0.001832562
0.35;MPIB2;0.0008680556;0;0;0
0.35;MPIB1;0;0;0;0
0.35;MPIB4;0.00236304;0;0;0
0.35;MPIB3;0.0003858025;0.002025463;0;0.00163966
0.4;MPIB2;0.001012731;0;0;0
0.4;MPIB1;0;0;0;0
0.4;MPIB4;0.003375772;0;0;0
0.4;MPIB3;0.0004822531;0.002025463;0;0.001784336
0.45;MPIB2;0.0009162808;0;0;0
0.45;MPIB1;0;0;0;0
0.45;MPIB4;0.004918981;0;0;0
0.45;MPIB3;0.0004822531;0.002121913;0;0.001832562
0.5;MPIB2;0.001060957;0;0;0
0.5;MPIB1;0;0;0;0
0.5;MPIB4;0.004918981;0;0;0
0.5;MPIB3;0.0004822531;0.002170139;0;0.001784336
0.55;MPIB2;0.001253858;0;0;0
0.55;MPIB1;0;0;0;0
0.55;MPIB4;0.004918981;0;0;0
0.55;MPIB3;0.0004822531;0.00226659;0;0.001784336
0.6;MPIB2;0.001302083;0;0;0
0.6;MPIB1;0;0;0;0
0.6;MPIB4;0.004870756;0;0;0
0.6;MPIB3;0.0004822531;0.00226659;0;0.001736111
0.65;MPIB2;0.001205633;0;0;0
0.65;MPIB1;0;0;0;0
0.65;MPIB4;0.004967207;0;0;0
0.65;MPIB3;0.0003858025;0.002121913;0;0.001687886
0.7;MPIB2;0.001398534;0;0;0
0.7;MPIB1;0;0;0;0
0.7;MPIB4;0.005063657;0;0;0
0.7;MPIB3;0.0001929012;0.001977238;0;0.001832562
0.75;MPIB2;0.00154321;0;0;0
0.75;MPIB1;0;0;0;0
0.75;MPIB4;0.006510417;0;0;0
0.75;MPIB3;0.0003375772;0;0;0.00163966
0.8;MPIB2;0.00163966;0;0;0
0.8;MPIB1;0;0;0;0
0.8;MPIB4;0;0;0;0
0.8;MPIB3;0.0004340278;0;0;0.001687886
0.85;MPIB2;0.001687886;0;0;0
0.85;MPIB1;0;0;0;0
0.85;MPIB4;0;0;0;0
0.85;MPIB3;0.0004340278;0;0;0.001494985
0.9;MPIB2;0.001929012;0;0;0
0.9;MPIB1;0;0;0;0
0.9;MPIB4;0;0;0;0
0.9;MPIB3;0.0004822531;0;0;0.001494985
0.95;MPIB2;0.003568673;0;0;0
0.95;MPIB1;0;0;0;0
0.95;MPIB4;0;0;0;0
0.95;MPIB3;0.0005304784;0;0;0.001446759
1;MPIB2;0;0;0;0
1;MPIB1;0;0;0;0
1;MPIB4;0;0;0;0
1;MPIB3;0.0003858025;0;0;0.001494985
1.05;MPIB2;0;0;0;0
1.05;MPIB1;0;0;0;0
1.05;MPIB4;0;0;0;0
1.05;MPIB3;0.0004340278;0;0;0.001350309
1.1;MPIB2;0;0;0;0
1.1;MPIB1;0;0;0;0
1.1;MPIB4;0;0;0;0
1.1;MPIB3;0.0004340278;0;0;0.001350309
1.15;MPIB2;0;0;0;0
1.15;MPIB1;0;0;0;0
1.15;MPIB4;0;0;0;0
1.15;MPIB3;0.0004340278;0;0;0.001398534
1.2;MPIB2;0;0;0;0
1.2;MPIB1;0;0;0;0
1.2;MPIB4;0;0;0;0
1.2;MPIB3;0.0004340278;0;0;0.001350309
1.25;MPIB2;0;0;0;0
1.25;MPIB1;0;0;0;0
1.25;MPIB4;0;0;0;0
1.25;MPIB3;0.0004822531;0;0;0.001253858
1.3;MPIB2;0;0;0;0
1.3;MPIB1;0;0;0;0
1.3;MPIB4;0;0;0;0
1.3;MPIB3;0.0004822531;0;0;0.001398534
1.35;MPIB2;0;0;0;0
1.35;MPIB1;0;0;0;0
1.35;MPIB4;0;0;0;0
1.35;MPIB3;0.0005787037;0;0;0.001784336
1.4;MPIB2;0;0;0;0
1.4;MPIB1;0;0;0;0
1.4;MPIB4;0.001253858;0;0;0
1.4;MPIB3;0.0004340278;0;0;0.001929012
1.45;MPIB2;0;0;0;0
1.45;MPIB1;0;0;0;0
1.45;MPIB4;0.002121913;0;0;0
1.45;MPIB3;0;0;0;0.001157407
1.5;MPIB2;0;0;0;0
1.5;MPIB1;0;0;0;0
1.5;MPIB4;0.00226659;0;0;0
1.5;MPIB3;0;0;0;0.0009645062
1.55;MPIB2;0;0;0;0
1.55;MPIB1;0;0;0;0
1.55;MPIB4;0.001736111;0;0;0
1.55;MPIB3;0;0;0;0.001012731
1.6;MPIB2;0;0;0;0
1.6;MPIB1;0;0;0;0
1.6;MPIB4;0.001446759;0;0;0
1.6;MPIB3;0;0;0;0.001012731
1.65;MPIB2;0;0;0;0
1.65;MPIB1;0;0;0;0
1.65;MPIB4;0.00154321;0;0;0
1.65;MPIB3;0;0;0;0.0009162808
1.7;MPIB2;0;0;0;0
1.7;MPIB1;0;0;0;0
1.7;MPIB4;0.001687886;0;0;0
1.7;MPIB3;0;0;0;0.0008198302
1.75;MPIB2;0;0;0;0
1.75;MPIB1;0;0;0;0
1.75;MPIB4;0.001446759;0;0;0
1.75;MPIB3;0;0;0;0.000626929
1.8;MPIB2;0;0;0;0
1.8;MPIB1;0;0;0;0
1.8;MPIB4;0.001205633;0;0;0
1.8;MPIB3;0;0;0;0.0003858025
1.85;MPIB2;0;0;0;0
1.85;MPIB1;0;0;0;0
1.85;MPIB4;0.0009162808;0;0;0
1.85;MPIB3;0;0;0;0.0001929012
1.9;MPIB2;0;0;0;0
