Time;PlayerName;P1;P2;P3;P4
0;MPIB1;0;0.0006751543;0.0001446759;0.0002411265
0;MPIB3;9.645062E-05;0;0;0.0007716049
0;MPIB4;0;0;0;0
0;MPIB2;0.000626929;0;0;0
0.05;MPIB1;0;0.0005304784;4.822531E-05;0.0002411265
0.05;MPIB3;9.645062E-05;0;0;0.0008198302
0.05;MPIB4;0;0;0;0
0.05;MPIB2;0.0004340278;0;0;0
0.1;MPIB1;0;0.0005304784;4.822531E-05;0.0002411265
0.1;MPIB3;9.645062E-05;0;0;0.0008198302
0.1;MPIB4;0;0;0;0
0.1;MPIB2;0.0004340278;0;0;0
0.15;MPIB1;0;0.0005304784;4.822531E-05;0.0002411265
0.15;MPIB3;9.645062E-05;0;0;0.0008198302
0.15;MPIB4;0;0;0;0
0.15;MPIB2;0.0004340278;0;0;0
0.2;MPIB1;0;0.0005304784;4.822531E-05;0.0002411265
0.2;MPIB3;9.645062E-05;0;0;0.0008198302
0.2;MPIB4;0;0;0;0
0.2;MPIB2;0.0004340278;0;0;0
0.25;MPIB1;0;0.0005304784;4.822531E-05;0.0002411265
0.25;MPIB3;9.645062E-05;0;0;0.0008198302
0.25;MPIB4;0;0;0;0
0.25;MPIB2;0.0004340278;0;0;0
0.3;MPIB1;0;0.0005304784;4.822531E-05;0.0002411265
0.3;MPIB3;9.645062E-05;0;0;0.0008198302
0.3;MPIB4;0;0;0;0
0.3;MPIB2;0.0004340278;0;0;0
0.35;MPIB1;0;0.0005304784;4.822531E-05;0.0002411265
0.35;MPIB3;9.645062E-05;0;0;0.0008198302
0.35;MPIB4;0;0;0;0
0.35;MPIB2;0.0004340278;0;0;0
0.4;MPIB1;0;0.0005787037;9.645062E-05;0.0003375772
0.4;MPIB3;9.645062E-05;0;0;0.0008198302
0.4;MPIB4;0;0;0;0
0.4;MPIB2;0.0004340278;0;0;0
0.45;MPIB1;0;0.0005787037;4.822531E-05;0.0001929012
0.45;MPIB3;9.645062E-05;0;0;0.0008198302
0.45;MPIB4;0;0;0;0
0.45;MPIB2;0.0003858025;0;0;0
0.5;MPIB1;0;0.000626929;9.645062E-05;0.0002893519
0.5;MPIB3;9.645062E-05;0;0;0.0008198302
0.5;MPIB4;0;0;0;0
0.5;MPIB2;0.0003858025;0;0;0
0.55;MPIB1;0;0.0007233796;9.645062E-05;0.0001446759
0.55;MPIB3;0.0003375772;0;0;0.0008198302
0.55;MPIB4;0;0;0;0
0.55;MPIB2;0.0004822531;0;0;0
0.6;MPIB1;0;0.0005304784;0.0001446759;0.0001929012
0.6;MPIB3;0.0001929012;0;0;0.0008198302
0.6;MPIB4;0;0;0;0
0.6;MPIB2;0.0003858025;0;0;0
0.65;MPIB1;0;0.0004822531;0.0001446759;0.0002411265
0.65;MPIB3;0;0;0;0.001736111
0.65;MPIB4;0;0;0;0
0.65;MPIB2;0.0003858025;0;0;0
0.7;MPIB1;0;0.0004822531;0.0001446759;0.0002411265
0.7;MPIB3;0;0;0;0.002218364
0.7;MPIB4;0;0;0;0
0.7;MPIB2;0.0004340278;0;0;0
0.75;MPIB1;0;0.0004822531;9.645062E-05;0.0002411265
0.75;MPIB3;0;0;0;0.00236304
0.75;MPIB4;0;0;0;0
0.75;MPIB2;0.0004340278;0;0;0
0.8;MPIB1;0;0.0004340278;0.0001446759;0.0002893519
0.8;MPIB3;0;0;0;0.00236304
0.8;MPIB4;0;0;0;0
0.8;MPIB2;0.0003858025;0;0;0
0.85;MPIB1;0;0.0004340278;0.0001446759;0.0002893519
0.85;MPIB3;0;0;0;0.002170139
0.85;MPIB4;0;0;0;0
0.85;MPIB2;0.0004340278;0;0;0
0.9;MPIB1;0;0.0004340278;0.0001446759;0.0003375772
0.9;MPIB3;0;0;0;0.001784336
0.9;MPIB4;0;0;0;0
0.9;MPIB2;0.0004340278;0;0;0
0.95;MPIB1;0;0.0004340278;0.0001446759;0.0004340278
0.95;MPIB3;0;0;0;0.001591435
0.95;MPIB4;0;0;0;0
0.95;MPIB2;0.0004340278;0;0;0
1;MPIB1;0;0.0004340278;0.0001446759;0.0003375772
1;MPIB3;0;0;0;0.001687886
1;MPIB4;0;0;0;0
1;MPIB2;0.0004340278;0;0;0
1.05;MPIB1;0;0.0004340278;0.0001446759;0.0003858025
1.05;MPIB3;0;0;0;0.001736111
1.05;MPIB4;0;0;0;0
1.05;MPIB2;0.0004340278;0;0;0
1.1;MPIB1;0;0.0004340278;9.645062E-05;0.0003858025
1.1;MPIB3;0;0;0;0.001736111
1.1;MPIB4;0;0;0;0
1.1;MPIB2;0.0004340278;0;0;0
1.15;MPIB1;0;0.0004340278;9.645062E-05;0.0003375772
1.15;MPIB3;0;0;0;0.001687886
1.15;MPIB4;0;0;0;0
1.15;MPIB2;0.0004340278;0;0;0
1.2;MPIB1;0;0.0004340278;9.645062E-05;0.0003375772
1.2;MPIB3;0;0;0;0.001446759
1.2;MPIB4;0;0;0;0
1.2;MPIB2;0.0004340278;0;0;0
1.25;MPIB1;0;0.0004340278;0.0001929012;0.0002893519
1.25;MPIB3;0;0;0;0.001494985
1.25;MPIB4;0;0;0;0
1.25;MPIB2;0.0004340278;0;0;0
1.3;MPIB1;0;0.0004340278;0.0001446759;0.0002893519
1.3;MPIB3;0;0;0;0.001880787
1.3;MPIB4;0;0;0;0
1.3;MPIB2;0.0004340278;0;0;0
1.35;MPIB1;0;0.0004340278;9.645062E-05;0.0002893519
1.35;MPIB3;0;0;0;0.001494985
1.35;MPIB4;0;0;0;0
1.35;MPIB2;0.0004340278;0;0;0
1.4;MPIB1;0;0.0004340278;9.645062E-05;0.0003858025
1.4;MPIB3;0;0;0;0.001929012
1.4;MPIB4;0;0;0;0
1.4;MPIB2;0.0004340278;0;0;0
1.45;MPIB1;0;0.0004340278;9.645062E-05;0.0003375772
1.45;MPIB3;0;0;0;0.001977238
1.45;MPIB4;0;0;0;0
1.45;MPIB2;0.0003858025;0;0;0
1.5;MPIB1;0;0.0005787037;9.645062E-05;0.0003858025
1.5;MPIB3;0;0;0;0.002073688
1.5;MPIB4;0;0;0;0
1.5;MPIB2;0.0005304784;0;0;0
1.55;MPIB1;0;0.0005304784;9.645062E-05;0.0003375772
1.55;MPIB3;0;0;0;0.002121913
1.55;MPIB4;0;0;0;0
1.55;MPIB2;0.0005787037;0;0;0
1.6;MPIB1;0;0.0004340278;9.645062E-05;0.0003375772
1.6;MPIB3;0;0;0;0.00163966
1.6;MPIB4;0;0;0;0
1.6;MPIB2;0.0002893519;0;0;0
1.65;MPIB1;0;0.0004340278;9.645062E-05;0.0003375772
1.65;MPIB3;0;0;0;0
1.65;MPIB4;0;0;0;0
1.65;MPIB2;0.0001929012;0;0;0
1.7;MPIB1;0;0.0004340278;9.645062E-05;0.0004340278
1.7;MPIB3;0;0;0;0
1.7;MPIB4;0;0;0;0
1.7;MPIB2;4.822531E-05;0;0;0
1.75;MPIB1;0;0.0004340278;9.645062E-05;0.0003858025
1.75;MPIB3;0;0;0;0
1.75;MPIB4;0;0;0;0
1.75;MPIB2;4.822531E-05;0;0;0
1.8;MPIB1;0;0.0004340278;9.645062E-05;0.0003375772
1.8;MPIB3;0;0;0;0
1.8;MPIB4;0;0;0;0
1.8;MPIB2;0;0;0;0
1.85;MPIB1;0;0.0004340278;9.645062E-05;0.0003858025
1.85;MPIB3;0;0;0;0
1.85;MPIB4;0;0;0;0
1.85;MPIB2;0.0004822531;0;0;0
1.9;MPIB1;0;0.0004340278;9.645062E-05;0.0003858025
1.9;MPIB3;0;0;0;0
1.9;MPIB4;0;0;0;0
1.9;MPIB2;0.0005304784;0;0;0
1.95;MPIB1;0;0.0004340278;9.645062E-05;0.0003858025
1.95;MPIB3;0;0;0;0
1.95;MPIB4;0;0;0;0
1.95;MPIB2;0.0005304784;0;0;0
2;MPIB1;0;0.0004340278;9.645062E-05;0.0003375772
2;MPIB3;0;0;0;0
2;MPIB4;0;0;0;0
2;MPIB2;0.0007716049;0;0;0
2.05;MPIB1;0;0.0004340278;9.645062E-05;0.0003375772
2.05;MPIB3;0;0;0;0
2.05;MPIB4;0;0;0;0
2.05;MPIB2;0.0007716049;0;0;0
