Time;PlayerName;P1;P2;P3;P4
0;MPIB3;0.002218364;9.645062E-05;0;0
0;MPIB2;0;0;0;0
0;MPIB1;0;0.001109182;0.005787037;0
0;MPIB4;0.0009162808;9.645062E-05;0;0
0.05;MPIB3;0.002121913;4.822531E-05;0;0
0.05;MPIB2;0;0;0;0
0.05;MPIB1;0;0.001109182;0.004870756;0
0.05;MPIB4;0.0009162808;9.645062E-05;0;0
0.1;MPIB3;0.002121913;4.822531E-05;0;0
0.1;MPIB2;0;0;0;0
0.1;MPIB1;0;0.001109182;0.004870756;0
0.1;MPIB4;0.0005787037;0.0001929012;0;0
0.15;MPIB3;0.002507716;9.645062E-05;0;0
0.15;MPIB2;0;0;0;0
0.15;MPIB1;0;0.001109182;0.004870756;0
0.15;MPIB4;0.0007233796;9.645062E-05;0;0
0.2;MPIB3;0.002507716;9.645062E-05;0;0
0.2;MPIB2;0;0;0;0
0.2;MPIB1;0;0.001109182;0.004870756;0
0.2;MPIB4;0.0007233796;9.645062E-05;0;0
0.25;MPIB3;0.002507716;9.645062E-05;0;0
0.25;MPIB2;0;0;0;0
0.25;MPIB1;0;0.001109182;0.004870756;0
0.25;MPIB4;0.0007233796;9.645062E-05;0;0
0.3;MPIB3;0.002507716;9.645062E-05;0;0
0.3;MPIB2;0;0;0;0
0.3;MPIB1;0;0.0008198302;0.005304784;0
0.3;MPIB4;0.0007233796;4.822531E-05;0;0
0.35;MPIB3;0.002507716;9.645062E-05;0;0
0.35;MPIB2;0;0;0;0
0.35;MPIB1;0;0.001060957;0.005353009;0
0.35;MPIB4;0.000626929;0.0001929012;0;0
0.4;MPIB3;0.001880787;0.0001929012;0;0
0.4;MPIB2;0;0;0;0
0.4;MPIB1;0;0.001109182;0.005015432;0
0.4;MPIB4;0.0005787037;0.0001446759;0;0
0.45;MPIB3;0.001880787;0.0002411265;0;0
0.45;MPIB2;0;0;0;0
0.45;MPIB1;0;0.001109182;0.004918981;0
0.45;MPIB4;0.000626929;0.0001929012;0;0
0.5;MPIB3;0.002073688;0.0002893519;0;0
0.5;MPIB2;0;0;0;0
0.5;MPIB1;0;0.001109182;0.005015432;0
0.5;MPIB4;0.0007233796;9.645062E-05;0;0
0.55;MPIB3;0.001977238;0.0002893519;0;0
0.55;MPIB2;0;0;0;0
0.55;MPIB1;0;0.001109182;0.004918981;0
0.55;MPIB4;0.0005787037;0.0001446759;0;0
0.6;MPIB3;0.001302083;0.0005787037;0;0
0.6;MPIB2;0;0;0;0
0.6;MPIB1;0;0.001109182;0.004918981;0
0.6;MPIB4;0.0005787037;0.0001446759;0;0
0.65;MPIB3;0.001832562;0;0;0.0008680556
0.65;MPIB2;0;0;0;0
0.65;MPIB1;0;0.001157407;0.004967207;0
0.65;MPIB4;0.001012731;9.645062E-05;0;0
0.7;MPIB3;0.001591435;0;0;0.0007233796
0.7;MPIB2;0;0;0;0
0.7;MPIB1;0;0.001012731;0.004870756;0
0.7;MPIB4;0.000626929;0.0001446759;0;0
0.75;MPIB3;0.001736111;0;0;0.0007716049
0.75;MPIB2;0;0;0;0
0.75;MPIB1;0;0.001157407;0.004147376;0
0.75;MPIB4;0.000626929;0.0002411265;0;0
0.8;MPIB3;0.001687886;0;0;0.0007233796
0.8;MPIB2;0;0;0;0
0.8;MPIB1;0;0.001060957;0.003231096;0
0.8;MPIB4;0.0005787037;0.0001446759;0;0
0.85;MPIB3;0.001977238;0;0;0.0008198302
0.85;MPIB2;0;0;0.0003375772;0
0.85;MPIB1;0;0.0009645062;0.002411265;0
0.85;MPIB4;0.0006751543;0.0001446759;0;0
0.9;MPIB3;0.002025463;0;0;0.0007716049
0.9;MPIB2;0;0;0.0005304784;0
0.9;MPIB1;0;0.001109182;0.001880787;0
0.9;MPIB4;0.0005787037;9.645062E-05;0;0
0.95;MPIB3;0.002025463;0;0;0.0007233796
0.95;MPIB2;0;0;0;0
0.95;MPIB1;0;0.001157407;0.001302083;0
0.95;MPIB4;0.000626929;9.645062E-05;0;0
1;MPIB3;0.001929012;0;0;0.0007233796
1;MPIB2;0;0;0;0
1;MPIB1;0;0.00163966;0.005497685;0
1;MPIB4;0.0008198302;9.645062E-05;0;0
1.05;MPIB3;0.001784336;0;0;0.0007233796
1.05;MPIB2;0;0;0;0
1.05;MPIB1;0;0.001494985;0.004533179;0
1.05;MPIB4;0.0007233796;9.645062E-05;0;0
1.1;MPIB3;0.001446759;0.0004822531;0;0
1.1;MPIB2;0;0;0;0
1.1;MPIB1;0;0.0001929012;0.005979938;0
1.1;MPIB4;0.0009162808;9.645062E-05;0;0
1.15;MPIB3;0.002797068;0.0002893519;0;0
1.15;MPIB2;0;0;0;0
1.15;MPIB1;0;0;0.005979938;0
1.15;MPIB4;0.0008680556;9.645062E-05;0;0
1.2;MPIB3;0.004147376;0.0002893519;0;0
1.2;MPIB2;0;0;0;0
1.2;MPIB1;0;0;0.005497685;0
1.2;MPIB4;0.0007716049;9.645062E-05;0;0
1.25;MPIB3;0.004195602;0.0002893519;0.03004437;0
1.25;MPIB2;0.0007716049;0;9.645062E-05;4.822531E-05
1.25;MPIB1;0;0;0.005594136;0
1.25;MPIB4;0.0005787037;9.645062E-05;0;0
1.3;MPIB3;0.004436729;0.0002893519;0.03004437;0
1.3;MPIB2;0.001446759;0;0.0003858025;0.0003375772
1.3;MPIB1;0;0;0.005931713;0
1.3;MPIB4;0.0008198302;9.645062E-05;0;0
1.35;MPIB3;0.005160108;0.0001929012;0;0
1.35;MPIB2;0.00163966;0;0.0003375772;0.0003858025
1.35;MPIB1;0;0;0.006655093;0
1.35;MPIB4;0.0009645062;9.645062E-05;0;0
1.4;MPIB3;0.004436729;0.0002893519;0;0
1.4;MPIB2;0.001205633;0;0.0004340278;0.0005304784
1.4;MPIB1;0;0;0.006847994;0
1.4;MPIB4;0.0008680556;9.645062E-05;0;0
1.45;MPIB3;0.002748843;9.645062E-05;0;0
1.45;MPIB2;0.000626929;0;9.645062E-05;0.0001446759
1.45;MPIB1;0;0;0.007233796;0
1.45;MPIB4;0.0009645062;9.645062E-05;0;0
1.5;MPIB3;0.00236304;0.0002893519;0;0
