Time;PlayerName;P1;P2;P3;P4
0;MPIB1;0;0;0;0
0;MPIB4;0.001591435;9.645062E-05;4.822531E-05;0
0;MPIB2;0;0;0;0
0;MPIB3;0;0;0;0
0.05;MPIB1;0;0;0;0
0.05;MPIB4;0.00154321;9.645062E-05;4.822531E-05;0
0.05;MPIB2;0;0;0;0
0.05;MPIB3;0;0;0;0
0.1;MPIB1;0;0;0;0
0.1;MPIB4;0.00154321;9.645062E-05;4.822531E-05;0
0.1;MPIB2;0;0;0;0
0.1;MPIB3;0;0;0;0
0.15;MPIB1;0;0;0;0
0.15;MPIB4;0.00154321;9.645062E-05;4.822531E-05;0
0.15;MPIB2;0;0;0;0
0.15;MPIB3;0;0;0;0
0.2;MPIB1;0;0;0;0
0.2;MPIB4;0.00154321;9.645062E-05;4.822531E-05;0
0.2;MPIB2;0;0;0;0
0.2;MPIB3;0;0;0;0
0.25;MPIB1;0;0;0;0
0.25;MPIB4;0.00154321;9.645062E-05;4.822531E-05;0
0.25;MPIB2;0;0;0;0
0.25;MPIB3;0;0;0;0
0.3;MPIB1;0;0;0;0
0.3;MPIB4;0.00154321;9.645062E-05;4.822531E-05;0
0.3;MPIB2;0;0;0;0
0.3;MPIB3;0;0;0;0
0.35;MPIB1;0;0;0;0
0.35;MPIB4;0.00154321;9.645062E-05;4.822531E-05;0
0.35;MPIB2;0;0;0;0
0.35;MPIB3;0;0;0;0
0.4;MPIB1;0;0;0;0
0.4;MPIB4;0.00154321;9.645062E-05;4.822531E-05;0
0.4;MPIB2;0;0;0;0
0.4;MPIB3;0;0;0;0
0.45;MPIB1;0;0;0;0
0.45;MPIB4;0.00154321;9.645062E-05;4.822531E-05;0
0.45;MPIB2;0;0;0;0
0.45;MPIB3;0;0;0;0
0.5;MPIB1;0;0;0;0
0.5;MPIB4;0.00154321;9.645062E-05;4.822531E-05;0
0.5;MPIB2;0;0;0;0
0.5;MPIB3;0;0;0;0
0.55;MPIB1;0;0;0;0
0.55;MPIB4;0.00154321;9.645062E-05;4.822531E-05;0
0.55;MPIB2;0;0;0;0
0.55;MPIB3;0;0;0;0
0.6;MPIB1;0;0;0.000626929;0
0.6;MPIB4;0.001205633;9.645062E-05;4.822531E-05;0
0.6;MPIB2;0;0;0;0
0.6;MPIB3;0;0;0;0
0.65;MPIB1;0;0;0.0005787037;0
0.65;MPIB4;0.001446759;9.645062E-05;4.822531E-05;0
0.65;MPIB2;0;0;0;0
0.65;MPIB3;0;0;0;0
0.7;MPIB1;0;0;0.0005787037;0
0.7;MPIB4;0.00154321;9.645062E-05;4.822531E-05;0
0.7;MPIB2;0;0;0;0
0.7;MPIB3;0;0;0;0
0.75;MPIB1;0;0;0.0005787037;0
0.75;MPIB4;0.00154321;9.645062E-05;4.822531E-05;0
0.75;MPIB2;0;0;0;0
0.75;MPIB3;0;0;0;0
0.8;MPIB1;0;0;0.0005304784;0
0.8;MPIB4;0.001398534;0.0001446759;4.822531E-05;0
0.8;MPIB2;0;0;0;0
0.8;MPIB3;0;0;0;0
0.85;MPIB1;0;0;0.0002893519;0
0.85;MPIB4;0.001302083;9.645062E-05;4.822531E-05;0
0.85;MPIB2;0;0;0;0
0.85;MPIB3;0;0;0;0
0.9;MPIB1;0;0;0.0002893519;0
0.9;MPIB4;0.001350309;0.0002411265;4.822531E-05;0
0.9;MPIB2;0;0;0;0
0.9;MPIB3;0;0;0;0
0.95;MPIB1;0;0;0.0003375772;0
0.95;MPIB4;0.001446759;0.0002893519;4.822531E-05;0
0.95;MPIB2;0;0;0;0
0.95;MPIB3;0;0;0;0
1;MPIB1;0;0;0.0005787037;0
1;MPIB4;0.001446759;0.0002411265;4.822531E-05;0
1;MPIB2;0;0;0;0
1;MPIB3;0;0;0;0
1.05;MPIB1;0;0;0.0005787037;0
1.05;MPIB4;0.001109182;0.0001929012;0.0001446759;0
1.05;MPIB2;0;0;0;0
1.05;MPIB3;0;0;0;0
1.1;MPIB1;0;0;0;0
1.1;MPIB4;0.001687886;0.0002893519;9.645062E-05;0
1.1;MPIB2;0;0;0;0
1.1;MPIB3;0;0;0;0
1.15;MPIB1;0;0;0;0
1.15;MPIB4;0.002314815;9.645062E-05;9.645062E-05;0
1.15;MPIB2;0;0;0;0
1.15;MPIB3;0;0;0;0
1.2;MPIB1;0;0;0;0
1.2;MPIB4;0.002218364;0.0001446759;0.0001446759;0
1.2;MPIB2;0;0;0;0
1.2;MPIB3;0;0;0;0
1.25;MPIB1;0;0;0;0
1.25;MPIB4;0.002218364;0.0002411265;0.0001446759;0
1.25;MPIB2;0;0;0;0
1.25;MPIB3;0;0;0;0
1.3;MPIB1;0;0;0;0
1.3;MPIB4;0.001977238;0.0002411265;0.0001446759;0
1.3;MPIB2;0;0;0;0
1.3;MPIB3;0;0;0;0
1.35;MPIB1;0;0;0;0
1.35;MPIB4;0.001398534;0;9.645062E-05;0
1.35;MPIB2;0;0;0;0
1.35;MPIB3;0;0;0;0
1.4;MPIB1;0;0;0;0
1.4;MPIB4;0.001350309;0;0.0002893519;0
1.4;MPIB2;0;0;0;0
1.4;MPIB3;0;0;0;0
1.45;MPIB1;0;0;0;0
1.45;MPIB4;0.001929012;0;0.0004340278;0
1.45;MPIB2;0;0;0;0
1.45;MPIB3;0;0;0;0
1.5;MPIB1;0;0;0;0
1.5;MPIB4;0.003423997;0;0;0
1.5;MPIB2;0;0;0;0
1.5;MPIB3;0;0;0;0
1.55;MPIB1;0;0;0;0
1.55;MPIB4;0.002748843;0;0;0
1.55;MPIB2;0;0;0;0
1.55;MPIB3;0;0;0;0
1.6;MPIB1;0;0;0;0
1.6;MPIB4;0;0;0;0
1.6;MPIB2;0;0;0;0
1.6;MPIB3;0;0;0;0
1.65;MPIB1;0;0;0;0
1.65;MPIB4;0;0;0;0
1.65;MPIB2;0;0;0;0
1.65;MPIB3;0;0;0;0
1.7;MPIB1;0;0;0;0
1.7;MPIB4;0;0;0;0
1.7;MPIB2;0;0;0;0
1.7;MPIB3;0;0;0;0
1.75;MPIB1;0;0;0;0
1.75;MPIB4;0;0;0;0
1.75;MPIB2;0;0;0;0
1.75;MPIB3;0;0;0;0
1.8;MPIB1;0;0;0;0
1.8;MPIB4;0;0;0;0
1.8;MPIB2;0;0;0;0
1.8;MPIB3;0;0;0;0
1.85;MPIB1;0;0;0;0
1.85;MPIB4;0;0;0;0
1.85;MPIB2;0;0;0;0
1.85;MPIB3;0;0;0;0
1.9;MPIB1;0;0;0;0
1.9;MPIB4;0;0;0;0
1.9;MPIB2;0;0;0;0
1.9;MPIB3;0;0;0;0
1.95;MPIB1;0;0;0;0
1.95;MPIB4;0;0;0;0
1.95;MPIB2;0;0;0;0
1.95;MPIB3;0;0;0;0
2;MPIB1;0;0;0;0
2;MPIB4;0;0;0;0
2;MPIB2;0;0;0;0
2;MPIB3;0;0;0;0
2.05;MPIB1;0;0;0;0
2.05;MPIB4;0;0;0;0
2.05;MPIB2;0;0;0;0
2.05;MPIB3;0;0;0;0
2.1;MPIB1;0;0;0;0
2.1;MPIB4;0;0;0;0
2.1;MPIB2;0;0;0;0
2.1;MPIB3;0;0;0;0
2.15;MPIB1;0;0;0;0
2.15;MPIB4;0;0;0;0
2.15;MPIB2;0;0;0;0
2.15;MPIB3;0;0;0;0
2.2;MPIB1;0;0;0;0
2.2;MPIB4;0;0;0;0
2.2;MPIB2;0;0;0;0
2.2;MPIB3;0;0;0;0
2.25;MPIB1;0;0;0;0
2.25;MPIB4;0;0;0;0
2.25;MPIB2;0;0;0;0
2.25;MPIB3;0;0;0;0
2.3;MPIB1;0;0;0;0
2.3;MPIB4;0;0;0;0
2.3;MPIB2;0;0;0;0
2.3;MPIB3;0;0;0;0
2.35;MPIB1;0;0;0;0
2.35;MPIB4;0;0;0;0
2.35;MPIB2;0;0;0;0
2.35;MPIB3;0;0;0;0
2.4;MPIB1;0;0;0;0
2.4;MPIB4;0.004002701;0;0;0
